name,market,funding_amount,status,country,region,funding_rounds,founded_at,first_funding_at,last_funding_at
Accelerated Vision Group, Analytics ,8500000,operating,USA,Overland Park,2,1293840000,1337558400,1382659200
Accelerate Mobile Apps, Mobile ,150000,operating,USA,SF Bay Area,1,1230768000,1261612800,1261612800
Acceleron Pharma, Biotechnology ,113701127,operating,USA,Boston,6,1072915200,1154476800,1324598400
AccelGolf, Finance ,457282,closed,USA,Boston,7,1217548800,1199145600,1259884800
Accelitec, Software ,5705841,operating,USA,Bellingham,3,978307200,1242345600,1370908800
Accellion, Enterprise Software ,13410901,operating,USA,SF Bay Area,2,915148800,1325635200,1331251200
Accellos, Transportation ,28500000,operating,USA,Denver,2,1136073600,1222732800,1350345600
AccelOps, Cloud Management ,25000000,operating,USA,SF Bay Area,2,1167609600,1191196800,1335830400
Accendo Therapeutics, Health and Wellness ,4000000,operating,USA,San Diego,1,1262304000,1325116800,1325116800
Accentia Biopharmaceuticals Inc, Health and Wellness ,775000,operating,USA,Tampa,2,1009843200,1328659200,1372118400
Accentium Web, Curated Web ,2000000,operating,IND,New Delhi,1,1185321600,1409097600,1409097600
Accenx Technologies, Software ,1500000,acquired,USA,Anaheim,1,852076800,1235692800,1235692800
Acceptd, Software ,3020000,operating,USA,SF Bay Area,3,1293840000,1306886400,1371081600
Accept Software, Career Management ,25305000,acquired,USA,SF Bay Area,4,1009843200,1126828800,1292284800
Accera, Biotechnology ,138581610,operating,USA,Denver,5,978307200,1095292800,1382659200
Accertify, Security ,7131124,acquired,USA,Chicago,3,1172707200,1212451200,1272931200
Access Closure, Health Care ,13793098,acquired,USA,SF Bay Area,3,1009843200,1267574400,1349049600
AccessData, Enterprise Software ,45000000,operating,USA,Salt Lake City,2,536457600,1363305600,1363305600
Access Media 3, Security ,30000000,operating,USA,Saybrook,1,1167609600,1328745600,1328745600
Access MediQuip, Health Care ,46900000,operating,USA,Orlando,1,852076800,1358035200,1358035200
Access Mobile, Mobile ,352500,operating,USA,Denver,2,1262304000,1372204800,1381104000
Access Network, Advertising ,3200000,operating,USA,New York City,2,1199145600,1270080000,1301616000
Access Northeast, Services ,1999998,acquired,USA,Boston,1,915148800,1258934400,1258934400
Access Point, Brand Marketing ,4500000,operating,ROM,Brasov,1,1219363200,1264464000,1264464000
Access Psychiatry Solutions, Biotechnology ,250000,operating,USA,Seattle,1,1293840000,1305849600,1305849600
Access Scientific, Health Care ,21376001,acquired,USA,San Diego,6,1072915200,1254787200,1340236800
AccessSportsMedia.com, Sales and Marketing ,20000000,operating,USA,Los Angeles,2,1041379200,1225238400,1294185600
Accion, Nonprofits ,23000000,operating,USA,Boston,2,2871763200,1323216000,1340668800
Accion Texas, Nonprofits ,2800000,operating,USA,San Antonio,1,757382400,1380067200,1380067200
Accipiter Radar, None ,4700000,operating,USA,Orchard Park,1,757382400,1378252800,1378252800
Accipiter Systems, Analytics ,4979639,operating,USA,Pittsburgh,4,1009843200,1330473600,1388620800
Acclaimd, Recruiting ,90000,operating,USA,Atlanta,2,1328054400,1338508800,1344297600
Acco Brands, Hardware + Software ,10000000,operating,JPN,Kochi,1,2429913600,1170288000,1170288000
Accord Biomaterials, Biotechnology ,1200000,operating,USA,Detroit,1,1199145600,1287619200,1287619200
ACCO Semiconductor, Semiconductors ,33331814,operating,USA,SF Bay Area,3,757382400,1284508800,1395100800
AccountNow, Finance ,34072000,operating,USA,SF Bay Area,4,1041379200,1092009600,1204329600
Accruent, Enterprise Software ,32000000,operating,USA,Los Angeles,2,788918400,1265241600,1385337600
Accruit, Software ,3315000,operating,USA,Denver,1,946684800,1215043200,1215043200
Accu-Break Pharmaceuticals, Biotechnology ,1000000,operating,USA,Ft. Lauderdale,1,978307200,1369094400,1369094400
Accudial Pharmaceutical, Biotechnology ,12024769,operating,USA,Palm Beaches,3,1262304000,1274918400,1369872000
AccuDraft, Software ,650000,operating,USA,Orlando,1,694224000,1165363200,1165363200
Accuhealth Partners, Health and Wellness ,760000,operating,USA,Kansas City,1,1293840000,1298246400,1298246400
Accumetrics, Biotechnology ,110640466,acquired,USA,San Diego,9,820454400,1053043200,1377820800
Accumulate, Mobile Payments ,12050000,operating,SWE,Stockholm,4,1104537600,1199145600,1340582400
Accumuli Security, Software ,8033458,operating,GBR,London,1,820454400,1288569600,1288569600
AccuNostics, Health Care ,6321095,operating,GBR,Moray,1,1199145600,1316044800,1316044800
Accuradio, Internet Radio Market ,2500000,operating,USA,Chicago,1,986083200,1409875200,1409875200
Accurence, Software ,4277507,operating,USA,Orange County,2,1104537600,1320710400,1397606400
AccuRev, Software ,2100000,operating,USA,SF Bay Area,1,883612800,1110153600,1110153600
AccurIC, Hardware + Software ,329695,operating,GBR,Worcester,1,1293840000,1345420800,1345420800
Accuvant, Security ,6000000,acquired,USA,Denver,3,1009843200,1214870400,1394755200
AccuVein, Hardware + Software ,30500000,operating,USA,Long Island,2,1136073600,1311811200,1391385600
ACE, Medical ,1245092,operating,USA,Pittsburgh,3,1136073600,1274054400,1403222400
ACE*COMM, Public Relations ,5000000,operating,USA,Baltimore,1,410227200,1167609600,1167609600
ACell, Health and Wellness ,8700000,operating,USA,Baltimore,1,915148800,1303776000,1303776000
Ace Metrix, Advertising ,18700000,operating,USA,Los Angeles,5,1167609600,1217548800,1338249600
ACE Portal, Marketplaces ,75000,operating,USA,New York City,1,1262304000,1301616000,1301616000
Acer, Consumer Electronics ,150594138,operating,TWN,Taiwan,1,189302400,1331251200,1331251200
Acera Surgical, Health Care ,600000,operating,USA,St. Louis,1,1356998400,1375920000,1375920000
Aceris 3D Inspection, Semiconductors ,4880000,closed,CAN,Montreal,1,946684800,1180483200,1180483200
Acertiv, Finance ,737630,operating,USA,Washington D.C.,2,1303257600,1349654400,1372636800
Acesis, Heathcare ,3638201,operating,USA,SF Bay Area,1,1136073600,1272585600,1272585600
Acetylon Pharmaceuticals, Biotechnology ,151250000,operating,USA,Boston,6,1199145600,1249084800,1375056000
Aceva Technologies, Enterprise Software ,5280000,acquired,USA,SF Bay Area,1,915148800,1121904000,1121904000
AchaLa, Advertising ,30000,operating,BRA,Rio de Janeiro,1,1230768000,1230768000,1230768000
Achaogen, Health Care ,100905707,operating,USA,SF Bay Area,3,1072915200,1160438400,1363910400
Achates Power, Clean Technology ,66500000,operating,USA,San Diego,3,1072915200,1254960000,1381276800
ACHICA, Travel ,13274403,operating,GBR,London,2,1264982400,1272672000,1354665600
Achieve3000, Software ,9000000,operating,USA,Los Angeles,1,946684800,1185235200,1185235200
Achieved.co, Human Resources ,100000,operating,NLD,Amsterdam,1,1367366400,1385424000,1385424000
AchieveIt Online, Enterprise Software ,3600000,operating,USA,Atlanta,3,1262304000,1346112000,1379980800
Achieve X, Software ,150000,operating,USA,Philadelphia,1,1199145600,1273449600,1273449600
Achilles Group, Enterprise Software ,2500000,operating,GBR,London,1,631152000,1199836800,1199836800
Achillion Pharmaceuticals, Health Care ,50100000,operating,USA,Hartford,1,883612800,1282089600,1282089600
Achronix Semiconductor, Semiconductors ,135776263,operating,USA,SF Bay Area,5,1072915200,1169510400,1365465600
achvr, Gamification ,1250000,operating,USA,Boston,1,1318550400,1381276800,1381276800
AC Immune SA, Biotechnology ,22009460,operating,CHE,Lausanne,1,1041379200,1389225600,1389225600
Acision, Mobile ,100000000,operating,IND,New Delhi,1,694224000,1286236800,1286236800
A.C. Moore, E-Commerce ,10000000,operating,USA,Berlin,1,441763200,1244160000,1244160000
aCommerce, E-Commerce ,13800000,operating,THA,Krung Thep,2,1356998400,1387411200,1402185600
Acompli, Android ,7300000,operating,USA,SF Bay Area,1,1356998400,1370304000,1370304000
aCon, Hardware + Software ,1998000,operating,DNK,Syddanmark,3,1041379200,1135728000,1235952000
Aconex, Big Data ,85000000,operating,ARE,Dubai,1,946684800,1222128000,1222128000
Aconite Technology, Software ,592000,operating,GBR,London,1,946684800,1137456000,1137456000
Acopia Networks, Software ,20000000,acquired,USA,Boston,1,1009843200,1150675200,1150675200
Acorns, Apps ,8960000,operating,USA,Anaheim,3,1330473600,1338508800,1394755200
Acousticeye, Clean Technology ,15000000,operating,USA,Houston,4,1136073600,1288742400,1404172800
Acoustic Sensing Technology, Clean Technology ,976865,operating,GBR,Daresbury,1,1325376000,1362787200,1362787200
Acoustic Technologies, Software ,7974296,acquired,USA,Austin,1,883612800,1365724800,1365724800
Acquaintable, Curated Web ,40000,acquired,USA,New York City,1,1325376000,1357516800,1357516800
Acqua Telecom Ltd, Networking ,808211,operating,GBR,London,1,1370390400,1382918400,1382918400
Acquia, Enterprise Software ,118500000,operating,USA,Boston,7,1177977600,1196467200,1407888000
Acquisio, Advertising Platforms ,12100000,operating,CAN,Brossard,2,1041379200,1313452800,1344297600
Acrisure, Finance ,20000000,operating,USA,Grand Rapids,1,1136073600,1264723200,1264723200
Acronis, Flash Storage ,11000000,operating,SGP,Central Region,1,1009843200,1072915200,1072915200
Across America Financial Services, Finance ,20292075,operating,USA,Denver,1,1104537600,1239062400,1239062400
ACS Clothing, E-Commerce ,12879637,operating,GBR,Glasgow,1,852076800,1393718400,1393718400
Acsendo, Enterprise Software ,150000,operating,COL,Bogota,1,1201824000,1325376000,1325376000
Acsis, Enterprise Software ,6000000,operating,USA,Marlton,1,820454400,1155513600,1155513600
ACT Biotech, Biotechnology ,26980000,operating,USA,SF Bay Area,6,1199145600,1210032000,1276214400
ActBlue, Clean Technology ,22123893,operating,USA,Boston,1,1072915200,1280620800,1280620800
Acteavo, Travel & Tourism ,116987,operating,IRL,Dublin,3,1356998400,1358380800,1402012800
Actelis Networks, Internet ,57616859,operating,USA,SF Bay Area,6,883612800,1167609600,1372032000
Actiance, Software ,15600000,operating,USA,SF Bay Area,1,883612800,1189468800,1189468800
Actifi, Consulting ,137500,operating,USA,Detroit,1,1041379200,1314230400,1314230400
Actifio, Enterprise Software ,207500000,operating,USA,Bangor,5,1246406400,1279670400,1395532800
Actimagine, Software ,3759300,operating,FRA,Paris,1,1041379200,1153180800,1153180800
Actinobac Biomed, Biotechnology ,600000,operating,USA,Newark,2,1230768000,1237507200,1361404800
Actionality, Advertising ,1000000,operating,DEU,Munich,1,1104537600,1139184000,1139184000
ActionBase, Advertising ,400000,operating,ISR,Tel Aviv,1,1172707200,773712000,773712000
Action Engine, Mobile ,58200000,acquired,USA,Omaha,5,949363200,957139200,1183248000
ActionFlow, Task Management ,250000,operating,PRT,Lisbon,1,1246406400,1246406400,1246406400
Action Online Publishing, Collectibles ,100000,operating,USA,St. Louis,2,1262304000,1314835200,1320105600
ActionRun, Software ,1510005,operating,USA,SF Bay Area,1,1199145600,1298592000,1298592000
ActionTax.ca, Finance ,250000,operating,CAN,Alberta,1,1264982400,1388793600,1388793600
ActionX, Mobile ,3000000,operating,USA,New York City,1,1325376000,1379289600,1379289600
Actito, Email ,900000,operating,BEL,Brussels,1,957139200,975628800,975628800
activ8 Intelligence, Software ,2310008,operating,GBR,Nottinghamshire,2,1104537600,1173139200,1364515200
Activaero, Biotechnology ,22585000,acquired,DEU,Bayern,2,1072915200,1258675200,1297814400
Activate Healthcare, Health Care ,950000,operating,USA,Indianapolis,2,1230768000,1325808000,1409702400
Activate Networks, Analytics ,16000000,operating,USA,Boston,3,1281312000,1281312000,1352764800
Activation Life, Biotechnology ,40000,operating,USA,Peoria,1,1230768000,1368576000,1368576000
Active DSP, Software ,1120000,operating,NOR,Trondheim,1,1136073600,1199318400,1199318400
Active Endpoints, Enterprise Software ,22500000,operating,USA,Bangor,5,1041379200,1091318400,1285027200
ActiveEon, Cloud Computing ,1054991,operating,FRA,Nice,1,1167609600,1409270400,1409270400
ActiveGift, Social Network Media ,20000,operating,UKR,Kiev,1,1298937600,1326672000,1326672000
Activehours, Financial Services ,4099999,operating,USA,SF Bay Area,1,1325376000,1406073600,1406073600
Active Implants, Biotechnology ,94717507,operating,USA,Memphis,10,1086048000,1103760000,1377648000
Active International, Advertising ,35000000,operating,USA,New York City,1,441763200,1375833600,1375833600
Active Life Scientific, Biotechnology ,925000,operating,USA,Santa Barbara,3,1167609600,1271721600,1368662400
Actively Learn, Education ,899955,operating,USA,Seattle,1,1334102400,1391472000,1391472000
ACTIVE Network, Software ,214208700,operating,USA,San Diego,10,933465600,936144000,1260489600
ActivePath, Finance ,13250001,operating,USA,New York City,2,1167609600,1316390400,1354233600
ActiveRain, Real Estate ,2750000,operating,USA,Seattle,1,1149120000,1200873600,1200873600
ActiveSec, Mobile ,490000,operating,LTU,Vilnius,3,1164585600,1172707200,1267401600
Active-Semi, Semiconductors ,6000000,operating,USA,Dallas,1,1072915200,1308096000,1308096000
Active Storage, Enterprise Software ,16400000,closed,USA,Los Angeles,4,1222819200,1257206400,1346112000
Active Tax & Accounting, Consulting ,5000,operating,USA,Salem. Oregon,1,1372636800,1383955200,1383955200
ActiveTrak, Mobile Security ,680000,operating,USA,Portland. ME,2,1167609600,1268092800,1288915200
ACTIV Financial Systems, Software ,25000000,operating,USA,Chicago,1,1009843200,1263945600,1263945600
ActiViews, Health Care ,10000000,operating,ISR,Tel Aviv,2,1136073600,1194912000,1264118400
Activ Technologies, Software ,40000,operating,USA,Atlanta,1,1136073600,1348617600,1348617600
Actiwave, Mobile ,4275852,operating,SWE,Linkoping,2,1167609600,1308268800,1346976000
Act-On Software, Marketing Automation ,72500000,operating,USA,Portland. Oregon,5,1199145600,1282867200,1397520000
ActSocial, Social Media ,3000000,operating,SGP,Central Region,2,1233705600,1282694400,1385337600
ActualMeds, Health Care ,400000,operating,USA,Hartford,1,1230768000,1400198400,1400198400
ActuatedMedical, Hardware + Software ,150000,operating,USA,Pennsylvania,1,1136073600,1330992000,1330992000
Actus Digital, News ,2000000,operating,ISR,Tel Aviv,1,1104537600,1255478400,1255478400
Actus Interactive Software, Software ,242500,operating,USA,San Diego,1,1293840000,1304640000,1304640000
ACTV8me, Web Hosting ,5264839,operating,USA,Los Angeles,2,1293840000,1308268800,1348790400
ActX, Biotechnology ,2670394,operating,USA,Seattle,2,1325376000,1389484800,1405641600
Acucar Guarani, None ,45400000,closed,BRA,Sao Paulo,1,189302400,1260489600,1260489600
Acucela, Biotechnology ,439603,operating,USA,Seattle,1,1009843200,1252022400,1252022400
AcuFocus, Health Care ,86000000,operating,USA,Anaheim,2,978307200,1322524800,1409702400
AcuityAds, Ad Targeting ,3000000,operating,USA,New York City,1,1230768000,1374105600,1374105600
Acuity Medical International, Health Care ,1500321,operating,USA,Twin Cities,1,883612800,1285804800,1285804800
Acumatica, Development Platforms ,10000000,operating,USA,Seattle,3,1199145600,1257206400,1384732800
Acumen Holdings, E-Commerce ,93000000,operating,USA,Fayetteville,3,788918400,1292803200,1365292800
Acumen Pharmaceuticals, Biotechnology ,2200000,operating,USA,SF Bay Area,2,820454400,1155772800,1368576000
Acumentrics, Manufacturing ,18100000,operating,USA,Los Angeles,2,757382400,1212624000,1315958400
Acunu, Software ,10563501,operating,GBR,London,3,1241136000,1246406400,1348012800
Acupera, Health Care ,10000000,operating,USA,SF Bay Area,3,1312156800,1312156800,1407801600
Acusphere, Biotechnology ,10000000,operating,USA,Lexington,2,725846400,1309996800,1329955200
Acustream, Health Care ,2000000,operating,USA,SF Bay Area,1,1167609600,1381881600,1381881600
Acutus Medical, Biotechnology ,36976464,operating,USA,San Diego,4,1293840000,1312761600,1376956800
Acylin Therapeutics, Biotechnology ,6400000,operating,USA,Seattle,2,1230768000,1294704000,1338768000
AdAdapted, News ,1075000,operating,USA,Detroit,2,1325376000,1390953600,1404864000
Adagio Medical, Health Care ,6637111,operating,USA,Los Angeles,2,1293840000,1364515200,1408406400
Adallom, Security ,19500000,operating,USA,SF Bay Area,2,1325376000,1354320000,1390176000
AdAlta, Biotechnology ,3010802,operating,AUS,Victoria,1,1262304000,1293148800,1293148800
Adama Materials, Nanotechnology ,7131660,operating,USA,Honolulu,4,1199145600,1285718400,1406851200
Adamas Pharmaceuticals, Health Care ,82000000,operating,USA,SF Bay Area,4,946684800,1114905600,1254355200
Adamis Pharmaceuticals, Biotechnology ,16377078,operating,USA,San Diego,5,1136073600,1333670400,1408492800
Adams Arms, Manufacturing ,2700000,operating,USA,Tampa,1,1167609600,1341964800,1341964800
Adapteva, Mobile ,5954000,operating,USA,Lexington,3,1205539200,1256601600,1389830400
Adaptimmune, Biotechnology ,3500000,operating,GBR,Oxton,1,1199145600,1395792000,1395792000
Adaptive Biotechnologies, Bio-Pharm ,112499480,operating,USA,Seattle,3,1230768000,1379030400,1397520000
AdaptiveBlue, Semantic Web ,24020000,operating,USA,New York City,4,1167609600,1171497600,1326240000
Adaptive Computing, Cloud Management ,22999999,operating,USA,Salt Lake City,3,978307200,1284422400,1389225600
Adaptive Digital Power, Semiconductors ,4000000,operating,USA,SF Bay Area,1,1167609600,1280880000,1280880000
AdaptiveMobile, Mobile ,19670000,operating,IRL,Dublin,2,1041379200,1145491200,1181174400
Adaptive Payments, E-Commerce ,7875598,operating,USA,Ft. Lauderdale,2,1230768000,1295827200,1350345600
Adaptive Planning, Software ,84500000,operating,USA,SF Bay Area,4,1049155200,1172707200,1369094400
Adaptive TCR, Biotechnology ,10350000,closed,USA,Seattle,2,1230768000,1269561600,1307664000
Adaptive Technologies, Software ,550000,operating,USA,Louisville,1,1009843200,1383004800,1383004800
Adaptivity, Enterprise Software ,24845955,acquired,USA,Charlotte,6,1167609600,1257292800,1357257600
Adaptly, Advertising ,13200000,operating,USA,New York City,4,1271203200,1281484800,1336521600
Adapt Technologies, Advertising ,10000000,acquired,USA,Los Angeles,1,978307200,1118534400,1118534400
Adap.tv, Television ,48500000,acquired,USA,SF Bay Area,5,1162339200,1170288000,1301270400
Adapx, Collaboration ,30000000,operating,USA,Seattle,6,915148800,1196812800,1365638400
Adar IT, Software ,2400000,operating,USA,Chicago,1,883612800,1391472000,1391472000
Adarza BioSystems, Biotechnology ,2250000,operating,USA,St. Louis,3,1199145600,1366156800,1404691200
Adatao, Big Data ,13000000,operating,USA,SF Bay Area,1,1325376000,1407369600,1407369600
Adayana, Finance ,20000000,operating,USA,Indianapolis,1,978307200,1183507200,1183507200
